"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear"
"R_6yLkjZOTEZ3TCvv","Pennsylvania","Network of sites within one state/province","Miscanthus",12,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_12MfvXiIwliM6mq","Virginia","Network of sites within one state/province","Miscanthus",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Miscanthus",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6MLoZbpghsD1jBA","Maine","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5upMJmCgVD9qgCQ","Pennsylvania","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Other",2026
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_1iYNKPtBS1R7wpb","Massachusetts","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5pi0PucgobcikIW","Michigan","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6mKyKLJpY6xRXXP","Maine"," Other (please specify)","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7MX2SC8EZ3jK5k5","Vermont","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_6JCxiOL4bNouMvv","New York","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1rOVdJJFOEUqHhn","New York","Single site","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3rk1Kc6ds2b1R97","New York","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_3mKv72r4xrcaBzP","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_3DHks2vVgdNJOBn","Michigan","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_13xaGsGqqLXdwtw","Michigan","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5EgSX1WrmV8JNfE","Massachusetts"," Other (please specify)","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_5V0AX8smWwEqt7X","Quebec","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Tribal/First Nation",2026
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1o1IP2Qx1ssmPyC","Nova Scotia","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_72Pfw8uP98OJPoM","Maryland","Single site","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Miscanthus",5,"I don't know","Invasive plant management ","10+ years","State Government",2026
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1EciEKujj6l77zC","Wisconsin","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Other",2026
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5GB0QBBYaO426fP","Maine","Single site","Miscanthus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Miscanthus",4,"Treatment ending later due to changing phenology","Invasive plant management ","6 to 10 years","County Government",2026
"R_1D5srXkx8ozWrQm","Maryland","Single site","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Miscanthus",3,"At the same time despite changing phenology","Invasive plant management ","Less than 2 years","State Government",2026
"R_7hyxXh2ErgDPMt7","New York","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1eg0HmIa9IVjxvH","Massachusetts","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant extension","2 to 5 years","Nongovernmental Organization",2026
"R_3EtnKAg5tMJYzSl","Massachusetts"," Other (please specify)","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3PzWGqhIUBzmbzp","","","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_3It0HPLbosFg3wu","","","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_3fxbfzneNp2w3BP","","","Miscanthus",NA,NA,"Invasive plant management ","Less than 2 years","City/Municipal Government",2026
"R_6o15GGjgmAdaYPD","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_67kivzE9a2s9zZ7","Massachusetts","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_7QcRDSoOG1qmQP4","","","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_1oAPk4LY3k97Lu7","","","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_7aKbwoxpNTR2XNg","","","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_70VJpqcnyAnkhrd","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2026
"R_7VkJOJfqQVQIeaJ","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6lTHjtkh1sEDnI5","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_1R7LLAFJb1LBMUs","","","Miscanthus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Miscanthus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026
"R_1WTqJZcZYSTzw9r","Massachusetts","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_3OGBM6o4yQRvwEn","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_7ZUfZ0EoHO82Ct3","Rhode Island","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_7LtBVQF3oMdXK43","Rhode Island","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_6v6zS7fh3pNYONc","Rhode Island","Single site","Miscanthus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_7ruVXN9zGGFj8PP","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3yyfFWg95WycPex","","","Miscanthus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","","",2026
"R_1JJfcg6oyDxaT5A","Massachusetts"," Other (please specify)","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_11o17QfsvfWApgk","","","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Other",2026
"R_6lmHqDoeOsHSoaS","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Miscanthus",10,"Other,I don't know","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1IK1zmHYH4eQYCk","","","Miscanthus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2026
"R_5Wq0E6HaA5m9qff","","","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_3ARL2cDGTk7zKgA","","","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years"," Federal Government",2026
"R_6LLpweNUzNwXVK0","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_7m7C7EaiBeZJQaV","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_5qUrwQvpvR9WCbu","","","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2026
"R_5P7oHOKNRPxEdVi","Rhode Island","Multi-state network of sites","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7juXrkATSSXEEWR","Rhode Island","Single site","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Academia/University",2026
"R_6TeQWnjYuiUib97","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2026
"R_72Qcgs1SBusLtRG","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6nZmztnJcwl9AVb","","","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_37Vfwq15uXhdIgh","Rhode Island","Single site","Miscanthus",1,"Other","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1rulinctmzIgvBI","","","Miscanthus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2026
"R_6OPWPfcr0PAOayV","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Academia/University",2026
"R_7UruNBQd0Y8n6Ux","","","Miscanthus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2026
"R_1VJGG3FtP1BNjqh","","","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_3NEXolvT2aoz9fJ","Massachusetts","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_5kz0oYyfOiMttKx","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","County Government",2026
"R_8jIzNg7tthD13SR","","","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","",2026
"R_7pKymxAKzskP9AS","Wisconsin","Multi-state network of sites","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6TwcquuD3bjEFcR","","","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5gHFiq6DKC8WPVl","Ontario","Network of sites within one state/province","Miscanthus",10,"I don't know","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1EtnCOEq5OaDHli","Massachusetts"," Other (please specify)","Miscanthus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Miscanthus",4,"At the same time despite changing phenology","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026
"R_123YdmqmEk1Jkot","Vermont","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6jVAdbjxfGf7ZNc","Maryland","Network of sites within one state/province","Miscanthus",12,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6cjtxoiHCtyfyOA","Pennsylvania","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_3PQOLiHs19fSpEi","Virginia","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Miscanthus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026
"R_5O3mluByqkoar8r","Massachusetts","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1PALD5SJImcu0vW","New Jersey","Single site","Miscanthus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","Less than 2 years","Academia/University",2026
"R_5qfHk2zmaDiFB9H","","","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_7xsgqy7R36JZXWN","Maine","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7NE7qkhIcoxGnzW","Massachusetts","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2026
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Miscanthus",1,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Other",2026
"R_7O1zEpgPIT3fhG0","Massachusetts"," Other (please specify)","Miscanthus",NA,NA,"Invasive plant research/science","10+ years","State Government",2026
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Miscanthus",20,"Treatment starting earlier due to changing phenology,At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Miscanthus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
