"ResponseId","state","juris","species","dur","freqchange","field","career","agency","surveyYear"
"R_6GdBoCs86X7eZOA","Massachusetts","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_5LbQSP06StAQnss","Massachusetts","Multi-state network of sites","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Other",2026
"R_6aQAI6BcidxDPt7","Wisconsin","Network of sites within one state/province","Centaurea",8,"I don’t know","Invasive plant management ","6 to 10 years","County Government",2026
"R_5OBOhf0OnReyYgF","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_6Fo0ZopTqu7WiTn","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1dSKxWFlxmjUAqp","","","Centaurea",NA,"","","","",2026
"R_60ARNzxS7klkTeJ","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_3jDvchw2cDxqtZu","","","Centaurea",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_5TC90zZy8XOlfiw","","","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_3xVIgqFc98T9Vuf","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_10IfCIoksS1OX3o","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_1HoxFjzPiQm4m03","","","Centaurea",NA,"","Invasive plant management ","10+ years","Tribal/First Nation",2026
"R_71ZVtBlsOsKAYxH","","","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1cXJB7R9H2DR8Me","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_6y5SxuWb3DWCEJX","New York","Multi-state network of sites","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_18TmFQkpnrjFRDS","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1CPpZZHz8wkcCeR","","","Centaurea",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_7ZJRu0abbATItQu","North Carolina","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_1pRmejXRGZA9vDU","","","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_1wJZWNOKIuagkwx","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5G3TsIidDPaoaK6","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3902hyT2s9BLKoB","","","Centaurea",NA,"","","","",2026
"R_7sbq6ayzwLi9Bex","Massachusetts","Multi-state network of sites","Centaurea",NA,"I don’t know","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_70N2YgQ7thcn06s","Massachusetts"," Other (please specify)","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Other",2026
"R_77YAH73ER57ZnBn","Kentucky","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Academia/University",2026
"R_3G9fjD3aUkxTH1a","Maryland","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_5UXKN47dXwQas3T","Wisconsin","Multi-state network of sites","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5RehWcfd4oBoyZP","Massachusetts","Single site","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Other",2026
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Centaurea",25,"More or less frequently for other reasons","Invasive plant management ","10+ years"," Federal Government",2026
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1CYOTQgtqXxrJVT","","","Centaurea",NA,"","Invasive plant management ","Less than 2 years","City/Municipal Government",2026
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Centaurea",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7lReh6jChp3mr3j","","","Centaurea",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Centaurea",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_30IW0CAhgxCoxyt","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_10wNFmXFZwwHl68","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_1MLq4wF0YdEl13o","","","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_539dKtH3hwOhQTV","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_74qmsdPMq35BLZY","","","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_1mfmWo3SZAFBgFX","New York","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_33eM59cJ5s2BcNa","","","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2026
"R_6Odpal5AJL9iMkL","","","Centaurea",NA,"","","","",2026
"R_5K6YqAup8jU5DGg","","","Centaurea",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1flgE1bOQDY1J2D","Maine","Single site","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Other",2026
"R_3Xof06Wl6uTCmnD","New York","Network of sites within one state/province","Centaurea",15,"More or less frequently for other reasons","Invasive plant management ","10+ years","State Government",2026
"R_1cyXcPrvH8Eq3Dz","","","Centaurea",NA,"","","","",2026
"R_3lWumIYfy2qG65b","New York","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_70UIFBzhIKuqskM","New York","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_7NTYejGCvqGhEQB","New York","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_302k1tiovkvc8vo","","","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5fD2mEaMt50J8cx","New York","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_12QSTOpecXUjRmZ","","","Centaurea",NA,"","Invasive plant management ","Less than 2 years","Nongovernmental Organization",2026
"R_5S1wzXLPgsnd5Z3","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_3OGXoylU3DboPJf","Vermont","Single site","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_6waxO7UCLnF3DXP","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Other",2026
"R_5RkcGErB0fqr9Fn","","","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3efMgXIbxCQJW7v","","","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_3gMvrHyxKxXqJCk","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_6P66nrY1kWthDSg","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1joI8GJ4ZVWYvZu","","","Centaurea",NA,"","","","",2026
"R_3hrUIBYt44CRBWV","New York","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Centaurea",2,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_1dgVycaBm6OVXn0","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5Lj6I9neF7g4DE2","New York","Single site","Ailanthis",10,"Other","Invasive plant research/science","10+ years","Academia/University",2026
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Ailanthis",NA,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026
"R_5rHa6I5vBes9eDX","Vermont","Network of sites within one state/province","Ailanthis",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7BlmJOATPprWieR","Pennsylvania","Network of sites within one state/province","Ailanthis",NA,"","Invasive plant management ","2 to 5 years","County Government",2026
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Ailanthis",NA,"I don’t know","Invasive plant management ","10+ years","State Government",2026
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Ailanthis",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Ailanthis",25,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026
"R_6yLkjZOTEZ3TCvv","Pennsylvania","Network of sites within one state/province","Ailanthis",12,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_12MfvXiIwliM6mq","Virginia","Network of sites within one state/province","Ailanthis",5,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Ailanthis",NA,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6MLoZbpghsD1jBA","Maine","Network of sites within one state/province","Ailanthis",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5upMJmCgVD9qgCQ","Pennsylvania","Network of sites within one state/province","Ailanthis",3,"More or less frequently for other reasons","Invasive plant management ","2 to 5 years","Other",2026
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Ailanthis",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_1iYNKPtBS1R7wpb","Massachusetts","Network of sites within one state/province","Ailanthis",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5pi0PucgobcikIW","Michigan","Network of sites within one state/province","Ailanthis",2,"More or less frequently for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6mKyKLJpY6xRXXP","Maine"," Other (please specify)","Ailanthis",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7MX2SC8EZ3jK5k5","Vermont","Network of sites within one state/province","Ailanthis",NA,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","State Government",2026
"R_6JCxiOL4bNouMvv","New York","Network of sites within one state/province","Ailanthis",NA,"I don’t know","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1rOVdJJFOEUqHhn","New York","Single site","Ailanthis",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3rk1Kc6ds2b1R97","New York","Network of sites within one state/province","Ailanthis",1,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","State Government",2026
"R_3mKv72r4xrcaBzP","","","Ailanthis",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_3DHks2vVgdNJOBn","Michigan","Network of sites within one state/province","Ailanthis",10,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Ailanthis",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_13xaGsGqqLXdwtw","Michigan","Network of sites within one state/province","Ailanthis",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5EgSX1WrmV8JNfE","Massachusetts"," Other (please specify)","Ailanthis",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_5V0AX8smWwEqt7X","Quebec","Network of sites within one state/province","Ailanthis",NA,"","Invasive plant management ","6 to 10 years","Tribal/First Nation",2026
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Ailanthis",20,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1o1IP2Qx1ssmPyC","Nova Scotia","Network of sites within one state/province","Ailanthis",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_72Pfw8uP98OJPoM","Maryland","Single site","Ailanthis",3,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
