"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent"
"R_1D5srXkx8ozWrQm","Maryland","Single site","Ligustrum",8,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.290986857567814,-0.537303438417083
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Ligustrum",7,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.422322122683418,-0.537303438417083
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Ligustrum",10,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Ligustrum",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.77590345940614
"R_7juXrkATSSXEEWR","Rhode Island","Single site","Ligustrum",10,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026,2,1,0,-0.0283163273366078,-1.85051033624031
"R_5gHFiq6DKC8WPVl","Ontario","Network of sites within one state/province","Ligustrum",20,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,1.28503632381942,0.77590345940614
"R_3PQOLiHs19fSpEi","Virginia","Network of sites within one state/province","Ligustrum",8,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,0,-0.290986857567814,0.77590345940614
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Ligustrum",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899844826143,-0.537303438417083
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Ligustrum",6,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.553657387799021,0.77590345940614
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Ligustrum",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,0,-0.553657387799021,-0.537303438417083
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Ligustrum",3,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.947663183145831,0.77590345940614
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Ligustrum",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Ligustrum",2,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.07899844826143,0.77590345940614
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Ligustrum",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.159651592452211,0.77590345940614
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Ligustrum",1,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-1.21033371337704,-1.85051033624031
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Ligustrum",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,0,-0.0283163273366078,-0.537303438417083
"R_6lGDmKoRK5yHshi","Maine","Single site","Ligustrum",10,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Ligustrum",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.684992652914624,0.77590345940614
"R_3e8YdoUiS4iZyX0","Michigan","Network of sites within one state/province","Ligustrum",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,0,-0.553657387799021,-0.537303438417083
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Ligustrum",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.0283163273366078,-0.537303438417083
"R_7ZJRu0abbATItQu","North Carolina","Network of sites within one state/province","Ligustrum",12,"At the same time due to no change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,0,0.234354202894599,0.77590345940614
"R_77YAH73ER57ZnBn","Kentucky","Network of sites within one state/province","Ligustrum",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Academia/University",2026,10,1,0,0.628359998241409,0.77590345940614
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Ligustrum",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Ligustrum",12,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.234354202894599,0.77590345940614
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Ligustrum",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.159651592452211,0.77590345940614
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Ligustrum",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,0.628359998241409,0.77590345940614
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Ligustrum",2,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026,2,1,0,-1.07899844826143,-1.85051033624031
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Cytisus",1,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,0,-1.21033371337704,-0.537303438417083
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Cytisus",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,0,-0.947663183145831,-1.85051033624031
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Cytisus",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Centaurea",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,0,NA,-0.537303438417083
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Centaurea",5,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.684992652914624,0.77590345940614
"R_5pi0PucgobcikIW","Michigan","Network of sites within one state/province","Centaurea",4,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.816327918030227,-0.537303438417083
"R_3rk1Kc6ds2b1R97","New York","Network of sites within one state/province","Centaurea",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","State Government",2026,2,1,0,-0.947663183145831,-1.85051033624031
"R_3DHks2vVgdNJOBn","Michigan","Network of sites within one state/province","Centaurea",5,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-0.684992652914624,-1.85051033624031
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Centaurea",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.684992652914624,0.77590345940614
"R_5V0AX8smWwEqt7X","Quebec","Network of sites within one state/province","Centaurea",4,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2026,6,1,1,-0.816327918030227,-0.537303438417083
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Centaurea",20,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28503632381942,0.77590345940614
"R_7pKymxAKzskP9AS","Wisconsin","Multi-state network of sites","Centaurea",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,0.628359998241409,0.77590345940614
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Centaurea",20,"Treatment ending later due to changing phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,1.28503632381942,-1.85051033624031
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Centaurea",3,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.947663183145831,0.77590345940614
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Centaurea",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Centaurea",19,"At the same time despite changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.15370105870382,0.77590345940614
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Centaurea",1,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-1.21033371337704,-1.85051033624031
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Centaurea",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_1CCn7PCFILz7KFm","Vermont","Network of sites within one state/province","Centaurea",8,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.290986857567814,0.77590345940614
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Centaurea",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,0,-0.0283163273366078,-0.537303438417083
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Centaurea",25,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.94171264939744,0.77590345940614
